State,District,Years,Murder,Murder_attempts,Rape
Uttar Pradesh,Agra,2006,123,190,26
Uttar Pradesh,Aligarh,2006,177,217,49
Uttar Pradesh,Allahabad,2006,132,93,22
Uttar Pradesh,Ambedkar Nagar,2006,24,43,10
Uttar Pradesh,Auraiya,2006,56,46,10
Uttar Pradesh,Azamgarh,2006,64,58,13
Uttar Pradesh,Badaun,2006,169,155,29
Uttar Pradesh,Baghpat,2006,95,61,12
Uttar Pradesh,Bahraich,2006,56,38,21
Uttar Pradesh,Ballia,2006,35,53,10
Uttar Pradesh,Balrampur,2006,14,16,8
Uttar Pradesh,Banda,2006,50,21,15
Uttar Pradesh,Barabanki,2006,79,56,21
Uttar Pradesh,Bareilly,2006,180,189,45
Uttar Pradesh,Basti,2006,30,23,10
Uttar Pradesh,Bijnor,2006,86,67,25
Uttar Pradesh,Bulandshahar,2006,177,118,27
Uttar Pradesh,Chandoli,2006,27,22,3
Uttar Pradesh,Chitrakoot Dham,2006,36,8,13
Uttar Pradesh,Deoria,2006,32,29,5
Uttar Pradesh,Etah,2006,138,140,28
Uttar Pradesh,Etawah,2006,80,60,10
Uttar Pradesh,Faizabad,2006,45,35,14
Uttar Pradesh,Fatehgarh,2006,85,94,9
Uttar Pradesh,Fatehpur,2006,87,37,9
Uttar Pradesh,Firozabad,2006,127,141,16
Uttar Pradesh,G.R.P.,2006,18,22,1
Uttar Pradesh,Gautambudh Nagar,2006,87,67,26
Uttar Pradesh,Ghaziabad,2006,146,143,29
Uttar Pradesh,Ghazipur,2006,44,46,8
Uttar Pradesh,Gonda,2006,55,63,22
Uttar Pradesh,Gorakhpur,2006,89,57,23
Uttar Pradesh,Hamirpur,2006,36,20,8
Uttar Pradesh,Hardoi,2006,87,58,30
Uttar Pradesh,Hathras,2006,71,87,23
Uttar Pradesh,J.P.Nagar,2006,72,53,21
Uttar Pradesh,Jalaun,2006,48,37,4
Uttar Pradesh,Jaunpur,2006,62,51,18
Uttar Pradesh,Jhansi,2006,47,18,8
Uttar Pradesh,Kannauj,2006,45,60,6
Uttar Pradesh,Kanpur Dehat,2006,50,33,16
Uttar Pradesh,Kanpur Nagar,2006,144,97,27
Uttar Pradesh,Kaushambi,2006,50,29,15
Uttar Pradesh,Khiri,2006,105,96,39
Uttar Pradesh,Kushi Nagar,2006,20,28,9
Uttar Pradesh,Lalitpur,2006,19,6,7
Uttar Pradesh,Lucknow,2006,167,185,51
Uttar Pradesh,Maharajganj,2006,25,8,21
Uttar Pradesh,Mahoba,2006,44,13,3
Uttar Pradesh,Mainpuri,2006,110,120,16
Uttar Pradesh,Mathura,2006,104,121,30
Uttar Pradesh,Mau,2006,33,43,7
Uttar Pradesh,Meerut,2006,185,209,37
Uttar Pradesh,Mirzapur,2006,51,26,14
Uttar Pradesh,Moradabad,2006,151,138,44
Uttar Pradesh,Muzaffarnagar,2006,230,164,31
Uttar Pradesh,Pilibhit,2006,47,23,13
Uttar Pradesh,Pratapgarh,2006,64,79,30
Uttar Pradesh,Raibareilly,2006,53,78,21
Uttar Pradesh,Rampur,2006,57,65,11
Uttar Pradesh,Saharanpur,2006,78,117,15
Uttar Pradesh,Sant Kabirnagar,2006,19,15,4
Uttar Pradesh,Shahjahanpur,2006,115,101,21
Uttar Pradesh,Shrawasti,2006,11,11,6
Uttar Pradesh,Sidharthnagar,2006,17,4,4
Uttar Pradesh,Sitapur,2006,124,115,47
Uttar Pradesh,Sonbhadra,2006,31,21,8
Uttar Pradesh,St.Ravidasnagar,2006,19,21,2
Uttar Pradesh,Sultanpur,2006,77,104,25
Uttar Pradesh,Unnao,2006,96,70,37
Uttar Pradesh,Varanasi,2006,73,65,16
Uttarakhand,Almora,2006,15,10,11
Uttarakhand,Bageshwar,2006,11,3,4
Uttarakhand,Chamoli,2006,5,5,7
Uttarakhand,Champawat,2006,5,7,3
Uttarakhand,Dehradun,2006,40,34,23
Uttarakhand,Haridwar,2006,54,57,32
Uttarakhand,Nainital,2006,25,19,9
Uttarakhand,Pauri Garhwal,2006,16,10,4
Uttarakhand,Pithoragarh,2006,10,6,8
Uttarakhand,Rudra Prayag,2006,4,3,3
Uttarakhand,Tehri Garhwal,2006,11,6,9
Uttarakhand,Udhamsingh Nagar,2006,74,53,23
Uttarakhand,Uttarkashi,2006,4,2,11
West Bengal,24 Parganas North,2006,154,82,174
West Bengal,24 Parganas South,2006,138,4,190
West Bengal,Asansol,2006,42,16,19
West Bengal,Bankura,2006,55,38,51
West Bengal,Birbhum,2006,72,10,57
West Bengal,Burdwan,2006,90,13,64
West Bengal,Coochbehar,2006,31,8,124
West Bengal,Dakshin Dinajpur,2006,26,41,32
West Bengal,Darjeeling,2006,52,2,30
West Bengal,Hooghly,2006,81,56,43
West Bengal,Howrah,2006,53,5,60
West Bengal,Howrah G.R.P.,2006,9,3,0
West Bengal,Jalpaiguri,2006,86,40,118
West Bengal,Kharagpur G.R.P.,2006,2,1,0
West Bengal,Kolkata,2006,25,72,38
West Bengal,Malda,2006,63,58,74
West Bengal,Murshidabad,2006,95,39,224
West Bengal,Nadia,2006,101,16,158
West Bengal,Paschim Midnapur,2006,99,57,79
West Bengal,Purab Midnapur,2006,61,37,71
West Bengal,Purulia,2006,41,0,48
West Bengal,Sealdah G.R.P.,2006,12,2,1
West Bengal,Siliguri G.R.P.,2006,3,0,0
West Bengal,Uttar Dinajpur,2006,34,72,76
A & N Islands,Andaman,2006,3,4,6
A & N Islands,Nicobar,2006,1,0,0
Chandigarh,Chandigarh,2006,12,21,19
D & N Haveli,D And N Haveli,2006,9,0,6
Daman & Diu,Daman,2006,6,2,1
Daman & Diu,Diu,2006,0,1,2
Delhi Ut,Central,2006,22,32,17
Delhi Ut,East,2006,39,42,61
Delhi Ut,Grp(Rly),2006,5,2,1
Delhi Ut,Igi Airport,2006,2,1,0
Delhi Ut,New Delhi,2006,7,8,6
Delhi Ut,North,2006,28,21,22
Delhi Ut,North-East,2006,61,66,93
Delhi Ut,North-West,2006,128,151,169
Delhi Ut,South,2006,66,69,87
Delhi Ut,South-West,2006,52,45,79
Delhi Ut,Stf,2006,0,10,0
Delhi Ut,West,2006,66,63,88
Lakshadweep,Lakshadweep,2006,0,2,0
Puducherry,Karaikal,2006,2,2,1
Puducherry,Pondicherry,2006,28,22,8
Andhra Pradesh,Adilabad,2007,112,61,46
Andhra Pradesh,Anantapur,2007,149,85,31
Andhra Pradesh,Chittoor,2007,129,72,31
Andhra Pradesh,Cuddapah,2007,96,47,32
Andhra Pradesh,Cyberabad,2007,186,84,45
Andhra Pradesh,East Godavari,2007,99,114,30
Andhra Pradesh,Guntakal Rly.,2007,3,0,0
Andhra Pradesh,Guntur,2007,157,190,43
Andhra Pradesh,Hyderabad City,2007,121,147,58
Andhra Pradesh,Karimnagar,2007,123,95,73
Andhra Pradesh,Khammam,2007,125,58,81
Andhra Pradesh,Krishna,2007,64,52,27
Andhra Pradesh,Kurnool,2007,124,119,36
Andhra Pradesh,Mahaboobnagar,2007,173,63,87
Andhra Pradesh,Medak,2007,128,95,51
Andhra Pradesh,Nalgonda,2007,135,55,69
Andhra Pradesh,Nellore,2007,68,81,44
Andhra Pradesh,Nizamabad,2007,151,77,23
Andhra Pradesh,Prakasham,2007,78,63,40
Andhra Pradesh,Ranga Reddy,2007,72,21,21
Andhra Pradesh,Secunderabad Rly.,2007,12,0,0
Andhra Pradesh,Srikakulam,2007,31,5,30
Andhra Pradesh,Vijayawada City,2007,33,44,17
Andhra Pradesh,Vijayawada Rly.,2007,3,1,0
Andhra Pradesh,Visakha Rural,2007,70,36,12
Andhra Pradesh,Visakhapatnam,2007,21,23,24
Andhra Pradesh,Vizianagaram,2007,34,30,10
Andhra Pradesh,Warangal,2007,106,61,57
Andhra Pradesh,West Godavari,2007,62,106,52
Arunachal Pradesh,Changlang,2007,5,4,7
Arunachal Pradesh,Dibang Valley,2007,7,1,2
Arunachal Pradesh,K/Kumey,2007,2,7,1
Arunachal Pradesh,Kameng East,2007,6,0,1
Arunachal Pradesh,Kameng West,2007,2,0,1
Arunachal Pradesh,Lohit,2007,17,1,5
Arunachal Pradesh,Papum Pare,2007,4,7,8
Arunachal Pradesh,Siang East,2007,5,2,8
Arunachal Pradesh,Siang Upper,2007,2,1,5
Arunachal Pradesh,Siang West,2007,6,1,3
Arunachal Pradesh,Subansiri Lower,2007,0,2,3
Arunachal Pradesh,Subansiri Upper,2007,1,2,3
Arunachal Pradesh,Tawang,2007,3,0,1
Arunachal Pradesh,Tirap,2007,7,1,0
Arunachal Pradesh,Upper Dibang Valley,2007,1,0,0
Assam,Barpeta,2007,40,7,83
Assam,Baska,2007,29,11,7
Assam,Bongaigaon,2007,15,2,40
Assam,C.I.D.,2007,0,0,0
Assam,Cachar,2007,61,20,58
Assam,Chirang,2007,12,0,10
Assam,Darrang,2007,23,8,61
Assam,Dhemaji,2007,20,19,70
Assam,Dhubri,2007,44,42,148
Assam,Dibrugarh,2007,112,17,55
Assam,G.R.P.,2007,2,0,3
Assam,Goalpara,2007,31,5,51
Assam,Golaghat,2007,80,23,64
Assam,Guwahati City,2007,68,11,71
Assam,Hailakandi,2007,27,2,26
Assam,Jorhat,2007,46,14,45
Assam,Kamrup,2007,47,24,74
Assam,Karbi Anglong,2007,73,39,16
Assam,Karimganj,2007,29,19,49
Assam,Kokrajhar,2007,41,8,42
Assam,Lakhimpur,2007,41,18,62
Assam,Morigaon,2007,21,10,65
Assam,N.C.Hills,2007,34,19,5
Assam,Nagaon,2007,92,49,114
Assam,Nalbari,2007,21,15,12
Assam,R.P.O.,2007,5,0,1
Assam,Sibsagar,2007,78,43,53
Assam,Sonitpur,2007,102,16,70
Assam,Tinsukia,2007,143,6,57
Assam,Udalguri,2007,37,4,25
Bihar,Araria,2007,48,185,47
Bihar,Arwal,2007,19,12,8
Bihar,Aurangabad,2007,68,12,30
Bihar,Bagaha,2007,37,8,38
Bihar,Banka,2007,56,12,74
Bihar,Begusarai,2007,100,145,25
Bihar,Bettiah,2007,61,8,23
Bihar,Bhabhua,2007,50,28,12
Bihar,Bhagalpur,2007,92,85,25
Bihar,Bhojpur,2007,112,133,41
Bihar,Buxar,2007,36,75,13
Bihar,Darbhanga,2007,72,109,47
Bihar,Gaya,2007,157,170,28
Bihar,Gopalganj,2007,48,79,9
Bihar,Jamalpur Rly.,2007,6,3,1
Bihar,Jamui,2007,51,30,46
Bihar,Jehanabad,2007,40,16,7
Bihar,Katihar,2007,71,50,149
Bihar,Katihar Rly.,2007,6,0,2
Bihar,Khagaria,2007,48,70,21
Bihar,Kishanganj,2007,23,12,53
Bihar,Lakhisarai,2007,32,21,31
Bihar,Madhepura,2007,65,18,32
Bihar,Madhubani,2007,76,176,47
Bihar,Motihari,2007,111,88,25
Bihar,Munger,2007,76,63,25
Bihar,Muzaffarpur,2007,143,26,77
Bihar,Muzaffarpur Rly.,2007,12,0,2
Bihar,Nalanda,2007,102,62,14
Bihar,Naugachia,2007,30,10,7
Bihar,Nawadah,2007,75,103,38
Bihar,Patna,2007,317,115,74
Bihar,Patna Rly.,2007,15,10,2
Bihar,Purnea,2007,101,79,219
Bihar,Rohtas,2007,89,207,23
Bihar,Saharsa,2007,50,123,17
Bihar,Samastipur,2007,78,205,54
Bihar,Saran,2007,112,345,57
Bihar,Sheikhpura,2007,25,13,4
Bihar,Sheohar,2007,25,24,13
Bihar,Sitamarhi,2007,55,14,12
Bihar,Siwan,2007,80,61,17
Bihar,Supaul,2007,44,73,43
Bihar,Vaishali,2007,120,35,23
Chhattisgarh,Balrampur,2007,34,14,46
Chhattisgarh,Bilaspur,2007,93,43,61
Chhattisgarh,Bizapur,2007,113,148,4
Chhattisgarh,Dantewara,2007,87,99,8
Chhattisgarh,Dhamtari,2007,14,10,26
Chhattisgarh,Durg,2007,76,47,119
Chhattisgarh,Grp Raipur,2007,1,1,1
Chhattisgarh,Jagdalpur,2007,70,31,60
Chhattisgarh,Janjgir,2007,56,35,54
Chhattisgarh,Jashpur,2007,57,16,61
Chhattisgarh,Kabirdham,2007,17,8,29
Chhattisgarh,Kanker,2007,38,27,22
Chhattisgarh,Korba,2007,47,11,31
Chhattisgarh,Koriya,2007,42,30,66
Chhattisgarh,Mahasamund,2007,16,9,25
Chhattisgarh,Narayanpur,2007,25,31,3
Chhattisgarh,Raigarh,2007,62,30,55
Chhattisgarh,Raipur,2007,110,77,120
Chhattisgarh,Rajnandgaon,2007,44,25,54
Chhattisgarh,Sarguja,2007,54,31,72
Chhattisgarh,Surajpur,2007,41,24,65
Goa,North Goa,2007,15,13,5
Goa,South Goa,2007,18,10,15
Gujarat,Ahmedabad Commr.,2007,100,44,37
Gujarat,Ahmedabad Rural,2007,30,16,6
Gujarat,Ahwa-Dang,2007,8,2,5
Gujarat,Amreli,2007,30,13,7
Gujarat,Anand,2007,26,7,10
Gujarat,Bharuch,2007,38,10,8
Gujarat,Bhavnagar,2007,43,37,18
Gujarat,Dahod,2007,40,14,8
Gujarat,Gandhinagar,2007,19,12,12
Gujarat,Himatnagar,2007,46,12,5
Gujarat,Jamnagar,2007,41,34,11
Gujarat,Junagadh,2007,46,15,13
Gujarat,Kheda North,2007,43,7,10
Gujarat,Kutch,2007,49,22,10
Gujarat,Mehsana,2007,31,24,6
Gujarat,Narmada,2007,15,2,6
Gujarat,Navsari,2007,26,5,2
Gujarat,Palanpur,2007,45,30,19
Gujarat,Panchmahal,2007,55,15,16
Gujarat,Patan,2007,18,14,6
Gujarat,Porbandar,2007,6,2,1
Gujarat,Rajkot Commr.,2007,37,16,4
Gujarat,Rajkot Rural,2007,32,21,25
Gujarat,Surat Commr.,2007,108,31,24
Gujarat,Surat Rural,2007,57,13,4
Gujarat,Surendranagar,2007,22,16,17
Gujarat,Vadodara Commr.,2007,24,22,8
Gujarat,Vadodara Rural,2007,76,21,10
Gujarat,Valsad,2007,39,11,8
Gujarat,W.Rly,2007,16,6,0
Haryana,Ambala,2007,39,12,23
Haryana,Bhiwani,2007,62,22,17
Haryana,Faridabad,2007,65,36,37
Haryana,Fatehabad,2007,25,17,7
Haryana,Grp,2007,19,2,2
Haryana,Gurgaon,2007,93,58,40
Haryana,Hissar,2007,55,48,21
Haryana,Jhajjar,2007,55,45,14
Haryana,Jind,2007,34,38,19
Haryana,Kaithal,2007,32,15,14
Haryana,Karnal,2007,53,22,47
Haryana,Kurukshetra,2007,27,19,21
Haryana,Mahendragarh,2007,28,14,10
Haryana,Mewat,2007,35,43,44
Haryana,Palwal,2007,26,23,15
Haryana,Panchkula,2007,18,3,11
Haryana,Panipat,2007,35,20,34
Haryana,Rewari,2007,18,17,22
Haryana,Rohtak,2007,56,49,18
Haryana,Sirsa,2007,29,22,23
Haryana,Sonipat,2007,75,44,24
Haryana,Yamunanagar,2007,32,23,25
Himachal Pradesh,Bilaspur,2007,1,4,6
Himachal Pradesh,Chamba,2007,9,3,15
Himachal Pradesh,G.R.P.,2007,0,0,0
Himachal Pradesh,Hamirpur,2007,7,1,5
Himachal Pradesh,Kangra,2007,22,11,20
Himachal Pradesh,Kinnaur,2007,7,0,9
Himachal Pradesh,Kullu,2007,11,2,22
Himachal Pradesh,Lahaul-Spiti,2007,1,0,1
Himachal Pradesh,Mandi,2007,14,7,30
Himachal Pradesh,Shimla,2007,15,15,27
Himachal Pradesh,Sirmaur,2007,16,4,7
Himachal Pradesh,Solan,2007,10,9,8
Himachal Pradesh,Una,2007,14,1,9
Jammu & Kashmir,Anantnag,2007,9,27,16
Jammu & Kashmir,Awantipora,2007,13,2,5
Jammu & Kashmir,Baramulla,2007,47,79,31
Jammu & Kashmir,Border District,2007,9,17,6
Jammu & Kashmir,Budgam,2007,5,18,17
Jammu & Kashmir,Crime Jammu,2007,0,0,0
Jammu & Kashmir,Crime Srinagar,2007,0,0,0
Jammu & Kashmir,Doda,2007,35,68,28
Jammu & Kashmir,Ganderbal,2007,11,6,5
Jammu & Kashmir,Handwara,2007,12,30,15
Jammu & Kashmir,Jammu,2007,22,71,25
Jammu & Kashmir,Kargil,2007,0,2,0
Jammu & Kashmir,Kathua,2007,11,28,15
Jammu & Kashmir,Kulgam,2007,10,18,9
Jammu & Kashmir,Kupwara,2007,23,59,4
Jammu & Kashmir,Leh,2007,4,3,2
Jammu & Kashmir,Poonch,2007,13,35,13
Jammu & Kashmir,Pulwama,2007,22,54,11
Jammu & Kashmir,Railways,2007,1,1,0
Jammu & Kashmir,Rajouri,2007,23,27,25
Jammu & Kashmir,Ramban,2007,18,27,15
Jammu & Kashmir,Reasi,2007,8,14,7
Jammu & Kashmir,Srinagar,2007,15,64,27
Jammu & Kashmir,Udhampur,2007,7,19,12
Jharkhand,Bokaro,2007,60,21,57
Jharkhand,Chaibasa,2007,127,32,43
Jharkhand,Chatra,2007,29,69,25
Jharkhand,Deoghar,2007,48,29,24
Jharkhand,Dhanbad,2007,80,56,41
Jharkhand,Dhanbad Rly.,2007,7,0,1
Jharkhand,Dumka,2007,65,27,52
Jharkhand,Garhwa,2007,53,45,17
Jharkhand,Giridih,2007,59,114,46
Jharkhand,Godda,2007,55,85,30
Jharkhand,Gumla,2007,137,59,60
Jharkhand,Hazaribagh,2007,78,72,41
Jharkhand,Jamshedpur,2007,92,67,65
Jharkhand,Jamshedpur Rly.,2007,4,0,1
Jharkhand,Jamtara,2007,14,9,22
Jharkhand,Khunti,2007,91,9,15
Jharkhand,Koderma,2007,22,33,15
Jharkhand,Latehar,2007,53,3,10
Jharkhand,Lohardagga,2007,31,19,32
Jharkhand,Pakur,2007,24,100,45
Jharkhand,Palamu,2007,67,31,29
Jharkhand,Ramgarh,2007,41,13,28
Jharkhand,Ranchi,2007,203,78,53
Jharkhand,Sahebganj,2007,54,51,64
Jharkhand,Saraikela,2007,51,30,18
Jharkhand,Simdega,2007,72,24,21
Karnataka,Bagalkot,2007,38,24,4
Karnataka,Bangalore Commr.,2007,246,264,62
Karnataka,Bangalore Rural,2007,176,43,29
Karnataka,Belgaum,2007,110,84,22
Karnataka,Bellary,2007,62,51,14
Karnataka,Bidar,2007,42,46,11
Karnataka,Bijapur,2007,49,28,17
Karnataka,Chamarajnagar,2007,19,11,3
Karnataka,Chickmagalur,2007,32,29,11
Karnataka,Chitradurga,2007,32,20,10
Karnataka,Dakshin Kannada,2007,26,37,11
Karnataka,Davanagere,2007,19,22,10
Karnataka,Dharwad Commr.,2007,16,20,5
Karnataka,Dharwad Rural,2007,30,13,7
Karnataka,Gadag,2007,17,17,4
Karnataka,Gulbarga,2007,91,90,35
Karnataka,Hassan,2007,54,35,13
Karnataka,Haveri,2007,17,21,8
Karnataka,K.G.F.,2007,12,23,7
Karnataka,Kodagu,2007,25,28,4
Karnataka,Kolar,2007,66,62,19
Karnataka,Koppal,2007,19,10,6
Karnataka,Mandya,2007,48,43,17
Karnataka,Mysore Commr.,2007,26,38,13
Karnataka,Mysore Rural,2007,60,45,20
Karnataka,Raichur,2007,44,31,19
Karnataka,Railways,2007,17,4,0
Karnataka,Shimoga,2007,40,43,23
Karnataka,Tumkur,2007,74,41,17
Karnataka,Udupi,2007,12,12,11
Karnataka,Uttar Kannada,2007,19,16,4
Kerala,Alapuzha,2007,19,37,25
Kerala,Cbcid,2007,7,2,2
Kerala,Ernakulam Commr.,2007,14,17,23
Kerala,Ernakulam Rural,2007,26,26,22
Kerala,Idukki,2007,24,22,28
Kerala,Kannur,2007,14,47,34
Kerala,Kasargod,2007,12,13,19
Kerala,Kollam,2007,43,27,46
Kerala,Kottayam,2007,17,17,25
Kerala,Kozhikode Commr.,2007,9,13,15
Kerala,Kozhikode Rural,2007,10,12,25
Kerala,Malappuram,2007,22,29,41
Kerala,Palakkad,2007,41,19,39
Kerala,Pathanamthitta,2007,21,12,19
Kerala,Railways,2007,0,0,0
Kerala,Thrissur,2007,38,50,48
Kerala,Trivandrum Commr.,2007,13,21,20
Kerala,Trivandrum Rural,2007,26,24,54
Kerala,Wayanadu,2007,11,14,27
Madhya Pradesh,Anuppur,2007,22,4,49
Madhya Pradesh,Ashok Nagar,2007,34,29,81
Madhya Pradesh,Balaghat,2007,51,16,53
Madhya Pradesh,Barwani,2007,39,38,55
Madhya Pradesh,Betul,2007,51,48,156
Madhya Pradesh,Bhind,2007,68,104,27
Madhya Pradesh,Bhopal,2007,74,76,82
Madhya Pradesh,Bhopal Rly.,2007,7,2,1
Madhya Pradesh,Burhanpur,2007,16,11,12
Madhya Pradesh,Chhatarpur,2007,53,80,65
Madhya Pradesh,Chhindwara,2007,59,28,116
Madhya Pradesh,Damoh,2007,43,47,30
Madhya Pradesh,Datiya,2007,49,49,25
Madhya Pradesh,Dewas,2007,39,63,84
Madhya Pradesh,Dhar,2007,78,58,82
Madhya Pradesh,Dindori,2007,15,3,23
Madhya Pradesh,Guna,2007,39,28,80
Madhya Pradesh,Gwalior,2007,70,139,74
Madhya Pradesh,Harda,2007,17,23,38
Madhya Pradesh,Hoshangabad,2007,41,48,52
Madhya Pradesh,Indore,2007,111,151,102
Madhya Pradesh,Indore Rly.,2007,3,0,4
Madhya Pradesh,Jabalpur,2007,81,156,77
Madhya Pradesh,Jabalpur Rly.,2007,2,1,1
Madhya Pradesh,Jhabua,2007,109,51,35
Madhya Pradesh,Katni,2007,37,22,44
Madhya Pradesh,Khandwa,2007,19,45,64
Madhya Pradesh,Khargon,2007,45,49,63
Madhya Pradesh,Mandla,2007,27,8,47
Madhya Pradesh,Mandsaur,2007,30,37,40
Madhya Pradesh,Morena,2007,47,92,39
Madhya Pradesh,Narsinghpur,2007,31,34,49
Madhya Pradesh,Neemuch,2007,18,9,20
Madhya Pradesh,Panna,2007,34,38,26
Madhya Pradesh,Raisen,2007,45,70,75
Madhya Pradesh,Rajgarh,2007,25,58,100
Madhya Pradesh,Ratlam,2007,35,40,85
Madhya Pradesh,Rewa,2007,40,30,66
Madhya Pradesh,Sagar,2007,80,101,115
Madhya Pradesh,Satna,2007,90,46,84
Madhya Pradesh,Seoni,2007,40,28,51
Madhya Pradesh,Shahdol,2007,29,18,50
Madhya Pradesh,Shajapur,2007,35,46,67
Madhya Pradesh,Sheopur,2007,19,23,13
Madhya Pradesh,Shivpuri,2007,64,70,91
Madhya Pradesh,Sidhi,2007,61,25,82
Madhya Pradesh,Sihore,2007,35,45,56
Madhya Pradesh,Tikamgarh,2007,56,35,63
Madhya Pradesh,Ujjain,2007,70,131,79
Madhya Pradesh,Umariya,2007,13,12,37
Madhya Pradesh,Vidisha,2007,48,58,100
Maharashtra,Ahmednagar,2007,99,73,55
Maharashtra,Akola,2007,38,43,22
Maharashtra,Amravati Commr.,2007,30,22,7
Maharashtra,Amravati Rural,2007,51,36,58
Maharashtra,Aurangabad Commr.,2007,37,27,18
Maharashtra,Aurangabad Rural,2007,57,19,14
Maharashtra,Beed,2007,69,50,23
Maharashtra,Bhandara,2007,30,10,19
Maharashtra,Buldhana,2007,56,41,39
Maharashtra,Chandrapur,2007,59,23,35
Maharashtra,Dhule,2007,49,23,15
Maharashtra,Gadchiroli,2007,53,47,11
Maharashtra,Gondia,2007,34,14,32
Maharashtra,Hingoli,2007,29,16,9
Maharashtra,Jalgaon,2007,94,38,52
Maharashtra,Jalna,2007,52,22,17
Maharashtra,Kolhapur,2007,65,47,30
Maharashtra,Latur,2007,73,37,17
Maharashtra,Mumbai Commr.,2007,230,116,174
Maharashtra,Mumbai Rly.,2007,4,5,1
Maharashtra,Nagpur Commr.,2007,73,60,50
Maharashtra,Nagpur Rly.,2007,4,1,0
Maharashtra,Nagpur Rural,2007,71,24,39
Maharashtra,Nanded,2007,83,82,33
Maharashtra,Nandurbar,2007,32,19,14
Maharashtra,Nasik Commr.,2007,33,26,7
Maharashtra,Nasik Rural,2007,80,56,44
Maharashtra,Navi Mumbai,2007,45,22,17
Maharashtra,Osmanabad,2007,44,24,29
Maharashtra,Parbhani,2007,47,39,22
Maharashtra,Pune Commr.,2007,126,126,66
Maharashtra,Pune Rly.,2007,6,0,0
Maharashtra,Pune Rural,2007,130,51,59
Maharashtra,Raigad,2007,37,28,29
Maharashtra,Ratnagiri,2007,19,4,17
Maharashtra,Sangli,2007,74,24,28
Maharashtra,Satara,2007,75,26,43
Maharashtra,Sindhudurg,2007,17,3,9
Maharashtra,Solapur Commr.,2007,22,24,12
Maharashtra,Solapur Rural,2007,77,53,46
Maharashtra,Thane Commr.,2007,120,74,78
Maharashtra,Thane Rural,2007,128,39,67
Maharashtra,Wardha,2007,49,32,31
Maharashtra,Washim,2007,22,19,14
Maharashtra,Yavatmal,2007,70,50,49
Manipur,Bishnupur,2007,31,31,4
Manipur,Chandel,2007,16,17,0
Manipur,Churachandpur,2007,28,5,1
Manipur,Imphal East,2007,41,89,1
Manipur,Imphal West,2007,61,130,7
Manipur,Senapati,2007,17,15,1
Manipur,Tamenglong,2007,3,4,0
Manipur,Thoubal,2007,39,74,6
Manipur,Ukhrul,2007,4,12,0
Meghalaya,Garo Hills East,2007,9,10,4
Meghalaya,Garo Hills South,2007,2,5,1
Meghalaya,Garo Hills West,2007,13,6,4
Meghalaya,Jaintia Hills,2007,43,2,26
Meghalaya,Khasi Hills East,2007,21,19,32
Meghalaya,Khasi Hills West,2007,16,4,8
Meghalaya,Ri-Bhoi,2007,10,3,7
Mizoram,Aizawl,2007,18,11,35
Mizoram,Champhai,2007,5,2,12
Mizoram,Kolasib,2007,9,1,12
Mizoram,Lawngtlai,2007,5,2,3
Mizoram,Lunglei,2007,2,1,9
Mizoram,Mamit,2007,1,2,1
Mizoram,Saiha,2007,2,0,3
Mizoram,Serchhip,2007,1,2,8
Nagaland,Dimapur,2007,30,8,5
Nagaland,Kiphire,2007,3,1,0
Nagaland,Kohima,2007,24,14,4
Nagaland,Longleng,2007,1,2,0
Nagaland,Mokokchung,2007,17,3,1
Nagaland,Mon,2007,9,1,0
Nagaland,Peren,2007,3,0,0
Nagaland,Phek,2007,5,5,0
Nagaland,Tuensang,2007,7,4,0
Nagaland,Wokha,2007,8,7,3
Nagaland,Zunheboto,2007,4,5,0
Odisha,Angul,2007,54,71,38
Odisha,Balasore,2007,36,33,55
Odisha,Baragarh,2007,41,47,18
Odisha,Berhampur,2007,16,36,4
Odisha,Bhadrak,2007,30,20,42
Odisha,Bolangir,2007,38,61,53
Odisha,Boudh,2007,10,4,9
Odisha,Cuttack,2007,42,40,41
Odisha,Deogarh,2007,26,23,13
Odisha,Dhenkanal,2007,59,53,35
Odisha,Gajapati,2007,12,6,8
Odisha,Ganjam,2007,66,127,34
Odisha,Jagatsinghpur,2007,23,4,18
Odisha,Jajpur,2007,35,17,25
Odisha,Jharsuguda,2007,21,27,11
Odisha,Kalahandi,2007,30,15,30
Odisha,Kandhamal,2007,25,19,32
Odisha,Kendrapara,2007,40,13,30
Odisha,Keonjhar,2007,81,85,41
Odisha,Khurda,2007,56,59,53
Odisha,Koraput,2007,42,34,41
Odisha,Malkangir,2007,30,19,12
Odisha,Mayurbhanj,2007,98,54,74
Odisha,Nayagarh,2007,31,26,21
Odisha,Nowrangpur,2007,28,21,28
Odisha,Nuapada,2007,17,13,5
Odisha,Puri,2007,21,32,43
Odisha,Rayagada,2007,31,22,23
Odisha,Rourkela,2007,23,15,15
Odisha,Sambalpur,2007,46,30,27
Odisha,Sonepur,2007,9,19,16
Odisha,Srp(Cuttack),2007,2,0,0
Odisha,Srp(Rourkela),2007,6,0,1
Odisha,Sundargarh,2007,85,60,43
Punjab,Amritsar,2007,43,46,21
Punjab,Amritsar Rural,2007,31,24,10
Punjab,Barnala,2007,12,17,7
Punjab,Batala,2007,25,36,15
Punjab,Bhatinda,2007,41,54,27
Punjab,Faridkot,2007,23,29,13
Punjab,Fatehgarh Sahib,2007,10,15,15
Punjab,Ferozpur,2007,48,48,33
